name_clean,platform_clean,year_clean,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
sneakers,xb,2002,Puzzle,Microsoft Game Studios,0.1,28.0,13.0,4.6,8.0
sniper elite,pc,2005,Shooter,MC2 Entertainment,0.02,76.0,13.0,8,142.0
sniper elite,ps2,2005,Shooter,Ubisoft,0.19,76.0,21.0,8.9,36.0
sniper elite,wii,2010,Shooter,Reef Entertainment,0.11,71.0,4.0,tbd,
sniper elite,xb,2005,Shooter,Ubisoft,0.09,77.0,25.0,8.5,11.0
sniper elite 3,ps3,2014,Shooter,505 Games,0.28,,,6.4,18.0
sniper elite 3,ps4,2014,Shooter,505 Games,0.68,67.0,41.0,7.1,178.0
sniper elite 3,x360,2014,Shooter,505 Games,0.3,,,6.6,26.0
sniper elite 3,xone,2014,Shooter,505 Games,0.35,63.0,12.0,6.6,68.0
sniper elite v2,ps3,2012,Shooter,505 Games,0.96,70.0,21.0,6.9,92.0
sniper elite v2,wiiu,2013,Shooter,505 Games,0.02,58.0,5.0,5.8,30.0
sniper elite v2,x360,2012,Shooter,505 Games,0.84,67.0,37.0,6.8,131.0
sniper: art of victory,pc,2008,Shooter,City Interactive,0.49,36.0,7.0,3.6,16.0
sniper: ghost warrior,pc,2010,Shooter,City Interactive,0.16,55.0,23.0,5.5,267.0
sniper: ghost warrior,ps3,2011,Shooter,City Interactive,0.79,53.0,17.0,6,34.0
sniper: ghost warrior,x360,2010,Shooter,City Interactive,1.16,45.0,39.0,5.8,89.0
sniper: ghost warrior 2,pc,2013,Shooter,City Interactive,0.08,52.0,24.0,5.8,320.0
sniper: ghost warrior 2,ps3,2013,Shooter,City Interactive,0.33,52.0,15.0,6,82.0
sniper: ghost warrior 2,x360,2013,Shooter,City Interactive,0.2,52.0,33.0,5.7,110.0
snk arcade classics vol. 1,ps2,2008,Misc,Ignition Entertainment,0.19,69.0,16.0,tbd,
snk arcade classics vol. 1,psp,2008,Misc,Ignition Entertainment,0.15,68.0,13.0,tbd,
snk arcade classics vol. 1,wii,2008,Misc,Ignition Entertainment,0.07,73.0,18.0,8,4.0
snk vs. capcom card fighters ds,ds,2006,Strategy,Ignition Entertainment,0.1,48.0,19.0,4.8,6.0
snk vs. capcom: svc chaos,xb,2004,Fighting,Ignition Entertainment,0.1,,,,
snk vs. capcom: the match of the millennium,ps2,2006,Fighting,Sega,0.14,,,,
snk vs. capcom: the match of the millennium,psp,2006,Fighting,Sega,1.43,,,,
snocross championship racing,ps,1999,Racing,Ubisoft,0.93,66.0,8.0,tbd,
snood,gba,2001,Puzzle,"Destination Software, Inc",0.13,68.0,4.0,tbd,
snood 2: on vacation,ds,2005,Puzzle,Zoo Digital Publishing,0.09,46.0,4.0,tbd,
snood 2: on vacation,gba,2005,Puzzle,Zoo Digital Publishing,0.01,,,,
snoopy vs the red baron,psp,2006,Adventure,Namco Bandai Games,0.05,76.0,7.0,7.8,4.0
snow portable,psp,2007,Adventure,Prototype,0.02,,,,
snowboard kids,n64,1996,Sports,Atlus,0.2,,,,
snowboard kids 2,n64,1999,Sports,Atlus,0.11,,,,
snowboarding,ps,2000,Sports,Midas Interactive Entertainment,0.29,,,,
so blonde,pc,2008,Adventure,Eidos Interactive,0.02,,,,
so-ra-no-wo-to: otome no gojuusou,psp,2010,Adventure,Compile Heart,0.02,,,,
soccer,nes,1985,Sports,Nintendo,1.96,,,,
soccer tsuku 2002: j-league pro soccer club o tsukurou!,ps2,2002,Sports,Sega,0.55,,,,
soccer tsuku ds: world challenge 2010,ds,2010,Sports,Sega,0.13,,,,
soccer tsuku tokudai gou: j-league pro soccer club o tsukurou,dc,2000,Sports,Sega,0.18,,,,
soccer tsuku: pro soccer club o tsukurou!,ps3,2013,Sports,Sega,0.13,,,,
soccer tsuku: pro soccer club o tsukurou!,psv,2013,Sports,Sega,0.07,,,,
socom 3: u.s. navy seals,ps2,2005,Shooter,Sony Computer Entertainment,1.69,82.0,59.0,8.8,64.0
socom 4: u.s. navy seals,ps3,2011,Shooter,Sony Computer Entertainment,0.89,67.0,64.0,6.3,121.0
socom ii: u.s. navy seals,ps2,2003,Shooter,Sony Computer Entertainment,2.94,87.0,42.0,9,93.0
socom: tactical strike,psp,2007,Shooter,Sony Computer Entertainment,0.35,,,,
socom: u.s. navy seals,ps2,2002,Shooter,Sony Computer Entertainment,3.65,82.0,42.0,7.9,82.0
socom: u.s. navy seals confrontation,ps3,2008,Shooter,Sony Computer Entertainment,1.25,63.0,64.0,6.9,223.0
socom: u.s. navy seals fireteam bravo,psp,2005,Shooter,Sony Computer Entertainment,1.12,82.0,44.0,8.6,63.0
socom: u.s. navy seals fireteam bravo 2,psp,2006,Shooter,Sony Computer Entertainment,1.05,81.0,31.0,9,36.0
socom: u.s. navy seals fireteam bravo 3,psp,2010,Shooter,Sony Computer Entertainment,0.44,74.0,51.0,8,20.0
socom: u.s. navy seals: combined assault,ps2,2006,Shooter,Sony Computer Entertainment,2.04,72.0,38.0,9,34.0
sokukoku no kusabi: hiiro no kakera 3 portable,psp,2010,Adventure,Idea Factory,0.03,,,,
sol trigger,psp,2012,Role-Playing,Image Epoch,0.1,,,,
solaris,2600,1986,Shooter,Atari,0.37,,,,
solarstriker,gb,1989,Shooter,Nintendo,1.2,,,,
solatorobo: red the hunter,ds,2010,Role-Playing,Nintendo,0.2,76.0,40.0,7.9,23.0
soldier of fortune ii: double helix,xb,2003,Shooter,Activision,0.23,61.0,26.0,6.5,13.0
soldier of fortune: gold edition,ps2,2001,Shooter,Codemasters,0.56,59.0,14.0,6.8,17.0
soldier of fortune: payback,ps3,2007,Shooter,Activision,0.15,50.0,14.0,5.4,13.0
soldier of fortune: payback,x360,2007,Shooter,Activision,0.2,50.0,35.0,5.6,20.0
solitaire & mahjong,wii,2009,Puzzle,Crave Entertainment,0.12,,,,
solitaire overload,ds,2007,Misc,Telegames,0.42,,,9.2,12.0
solitaire overload plus,ds,2010,Misc,Telegames,0.16,,,tbd,
soma bringer,ds,2008,Role-Playing,Nintendo,0.11,,,,
song of the deep,pc,2016,Action,Insomniac Games,0.03,73.0,12.0,6.3,15.0
song of the deep,ps4,2016,Action,Insomniac Games,0.08,69.0,41.0,7.3,30.0
song of the deep,xone,2016,Action,Insomniac Games,0.06,66.0,12.0,6.9,20.0
sonic & all-stars racing transformed,3ds,2012,Racing,Sega,0.29,,,,
sonic & all-stars racing transformed,pc,2013,Racing,Sega,0.01,,,,
sonic & all-stars racing transformed,ps3,2012,Racing,Sega,0.49,,,,
sonic & all-stars racing transformed,psv,2012,Racing,Sega,0.38,,,,
sonic & all-stars racing transformed,wiiu,2012,Racing,Sega,0.51,,,,
sonic & all-stars racing transformed,x360,2012,Racing,Sega,0.58,,,,
sonic & knuckles,gen,1994,Platform,Sega,1.82,,,,
sonic & sega all-stars racing,ds,2010,Racing,Sega,1.04,,,,
sonic & sega all-stars racing,ps3,2010,Racing,Sega,0.95,,,,
sonic & sega all-stars racing,wii,2010,Racing,Sega,1.44,,,,
sonic & sega all-stars racing with banjo-kazooie,x360,2010,Racing,Sega,0.76,,,,
sonic advance,gba,2001,Platform,Sega,2.24,87.0,22.0,8.1,48.0
sonic advance & sonic pinball party combo pack,gba,2005,Misc,Sega,0.15,,,,
sonic advance 2,gba,2002,Platform,Sega,1.8,83.0,23.0,8.3,46.0
sonic advance 3,gba,2004,Platform,THQ,1.4,79.0,30.0,8.4,34.0
sonic adventure,dc,1998,Platform,Sega,2.42,,,,
sonic adventure 2,dc,2001,Platform,Sega,0.12,89.0,18.0,8.6,236.0
sonic adventure 2 battle,gc,2001,Platform,Sega,2.56,73.0,28.0,8.3,179.0
sonic adventure dx: director's cut,gc,2003,Platform,Sega,1.27,57.0,27.0,7.9,139.0
sonic and the black knight,wii,2009,Platform,Sega,1.09,54.0,51.0,6.9,198.0
sonic and the secret rings,wii,2007,Platform,Sega,2.73,69.0,44.0,6.6,174.0
sonic boom: fire & ice,3ds,2016,Platform,Sega,0.09,,,,
sonic boom: rise of lyric,wiiu,2014,Action,Sega,0.31,32.0,28.0,3.6,587.0
sonic boom: shattered crystal,3ds,2014,Action,Sega,0.29,47.0,21.0,6.3,160.0
sonic cd,scd,1993,Platform,Sega,1.5,,,,
sonic chronicles: the dark brotherhood,ds,2008,Role-Playing,Sega,0.88,74.0,55.0,7.3,81.0
sonic classic collection,ds,2010,Platform,Sega,1.83,70.0,24.0,7.5,28.0
sonic colors,ds,2010,Platform,Sega,1.29,79.0,26.0,7.9,66.0
sonic colors,wii,2010,Platform,Sega,1.68,78.0,58.0,8.5,301.0
sonic free riders,x360,2010,Racing,Sega,1.09,47.0,52.0,2.1,98.0
sonic generations,3ds,2011,Platform,Sega,1.02,66.0,29.0,6.9,108.0
sonic generations,pc,2011,Platform,Sega,0.11,77.0,11.0,8.3,337.0
sonic generations,ps3,2011,Platform,Sega,1.58,76.0,38.0,8.2,253.0
sonic generations,x360,2011,Platform,Sega,1.38,77.0,49.0,8.3,340.0
sonic heroes,gc,2003,Platform,Sega,1.6,72.0,49.0,7.8,125.0
sonic heroes,ps2,2003,Platform,Sega,2.96,64.0,29.0,7.8,94.0
sonic heroes,xb,2003,Platform,Sega,0.9,73.0,28.0,7.6,34.0
sonic jam,sat,1997,Platform,Sega,0.12,,,,
sonic lost world,3ds,2013,Platform,Sega,0.49,59.0,34.0,6.5,144.0
sonic lost world,wiiu,2013,Platform,Sega,0.39,63.0,64.0,7.3,461.0
sonic mega collection,gc,2002,Misc,Infogrames,2.05,75.0,26.0,8.8,41.0
sonic mega collection plus,ps2,2004,Misc,Sega,2.9,73.0,21.0,8.6,30.0
sonic mega collection plus,xb,2004,Misc,Sega,0.91,75.0,20.0,7.9,12.0
sonic pc collection,pc,2009,Misc,Sega,0.04,,,,
sonic riders,gc,2006,Racing,Sega,0.92,59.0,32.0,8,46.0
sonic riders,ps2,2006,Racing,Sega,0.5,55.0,41.0,7.2,25.0
sonic riders,xb,2006,Racing,Sega,0.13,56.0,33.0,8.1,7.0
sonic riders: zero gravity,ps2,2008,Racing,Sega,0.18,56.0,16.0,8.3,27.0
sonic riders: zero gravity,wii,2008,Racing,Sega,0.91,56.0,26.0,8.1,57.0
sonic rivals,psp,2006,Racing,Sega,1.42,64.0,25.0,7.8,38.0
sonic rivals 2,psp,2007,Racing,Sega,1.48,60.0,24.0,7.8,35.0
sonic rush,ds,2005,Platform,Sega,3.12,82.0,43.0,8.5,101.0
sonic rush adventure,ds,2007,Platform,Sega,1.15,78.0,32.0,8.2,66.0
sonic the hedgehog,gen,1991,Platform,Sega,4.34,,,,
sonic the hedgehog,ps3,2006,Platform,Sega,1.16,43.0,17.0,4.1,176.0
sonic the hedgehog,ps3,,Platform,,0.48,43.0,17.0,4.1,176.0
sonic the hedgehog,x360,2006,Platform,Sega,1.04,46.0,38.0,4.4,455.0
sonic the hedgehog 2,gen,1992,Platform,Sega,6.03,,,,
sonic the hedgehog 2 (8-bit),gg,1992,Platform,Sega,0.04,,,,
sonic the hedgehog 3,gen,1994,Platform,Sega,1.76,,,,
sonic unleashed,ps2,2008,Platform,Sega,0.76,66.0,5.0,6.7,49.0
sonic unleashed,ps3,2008,Platform,Sega,1.02,54.0,24.0,7.9,130.0
sonic unleashed,wii,2008,Platform,Sega,2.16,66.0,30.0,7.3,136.0
sonic unleashed,x360,2008,Platform,Sega,0.95,60.0,50.0,7.8,238.0
sonic x: game boy advance video volume 1,gba,2004,Misc,,0.27,,,,
sonic's ultimate genesis collection,ps3,2009,Misc,Sega,2.26,80.0,35.0,8.6,43.0
sonic's ultimate genesis collection,x360,2009,Misc,Sega,1.41,79.0,45.0,8.5,40.0
sonipro,3ds,2014,Adventure,imageepoch Inc.,0.01,,,,
sonny with a chance,ds,2010,Action,Disney Interactive Studios,0.15,,,tbd,
sony computer science kenkyuujo mogi kenichirou hakase kanshuu: nou ni kaikan aha taiken!,psp,2006,Misc,Sega,0.07,,,,
sora no otoshimono forte: dreamy season,ds,2011,Adventure,Kadokawa Shoten,0.02,,,,
sora no otoshimono: dokidoki summer vacation,psp,2010,Adventure,Kadokawa Shoten,0.01,,,,
sorcery,ps3,2012,Action,Sony Computer Entertainment,0.29,70.0,52.0,7.3,57.0
sorcery saga: the curse of the great curry god,psv,2013,Role-Playing,Rising Star Games,0.03,65.0,17.0,7.3,44.0
sorry! / aggravation / scrabble junior,gba,2005,Misc,Zoo Digital Publishing,0.25,,,,
soshite kono uchuu ni kirameku kimi no shi xxx,ps2,2007,Adventure,Datam Polystar,0.01,,,,
sotsugyou crossworld,ps,1996,Simulation,Hearty Robin,0.09,,,,
sotsugyou ii: neo generation,ps,1995,Simulation,Riverhillsoft,0.04,,,,
sotsugyou ii: neo generation special,3do,1995,Simulation,Imageworks,0.02,,,,
soukaigi,ps,1998,Role-Playing,SquareSoft,0.14,,,,
soukoku no kusabi: hiiro no kakera 3 - ashita e no tobira,psp,2012,Action,Idea Factory,0.02,,,,
soul bubbles,ds,2008,Puzzle,Eidos Interactive,0.08,78.0,33.0,8,22.0
soul eater: battle resonance,psp,2009,Action,Namco Bandai Games,0.03,,,,
soul eater: monotone princess,wii,2008,Action,Square Enix,0.02,,,,
soul eater: plot of medusa,ds,2008,Action,Namco Bandai Games,0.05,,,,
soul edge,ps,1996,Fighting,Sony Computer Entertainment,1.59,,,,
soul nomad & the world eaters,ps2,2007,Role-Playing,Tecmo Koei,0.28,,,,
soul reaver 2,ps2,2001,Action,Eidos Interactive,0.55,80.0,22.0,8.5,35.0
soul sacrifice,psv,2013,Role-Playing,Sony Computer Entertainment,0.51,77.0,71.0,8.2,298.0
soul sacrifice delta,psv,2014,Action,Sony Computer Entertainment,0.22,82.0,24.0,8.4,125.0
soulcalibur,dc,1999,Fighting,Namco Bandai Games,0.34,98.0,24.0,8.8,200.0
soulcalibur ii,gc,2003,Fighting,Namco Bandai Games,1.5,93.0,45.0,9.1,135.0
soulcalibur ii,ps2,2003,Fighting,Namco Bandai Games,2.06,92.0,41.0,8.8,120.0
soulcalibur ii,xb,2003,Fighting,Namco Bandai Games,1.0,92.0,39.0,8.9,54.0
soulcalibur iii,ps2,2005,Fighting,Namco Bandai Games,1.07,86.0,57.0,8.4,96.0
soulcalibur iv,ps3,2008,Fighting,Ubisoft,1.46,85.0,65.0,7.9,129.0
soulcalibur iv,x360,2008,Fighting,Ubisoft,1.58,85.0,62.0,7.9,157.0
soulcalibur legends,wii,2007,Action,Namco Bandai Games,0.18,52.0,35.0,5.7,24.0
soulcalibur legends (jp sales),wii,2007,Action,Namco Bandai Games,0.01,,,,
soulcalibur v,ps3,2012,Fighting,Namco Bandai Games,0.75,81.0,53.0,6.7,150.0
soulcalibur v,x360,2012,Fighting,Namco Bandai Games,0.58,77.0,56.0,6.2,124.0
soulcalibur: broken destiny,psp,2009,Fighting,Namco Bandai Games,0.51,80.0,52.0,6.2,45.0
soullink extension,ps2,2006,Adventure,Interchannel,0.01,,,,
sound novel evolution 1: otogirisou sosei-hen,ps,1999,Adventure,ChunSoft,0.17,,,,
sound novel machi,sat,1998,Adventure,ChunSoft,0.09,,,,
sound novel tsukuru,snes,1996,Misc,ASCII Entertainment,0.08,,,,
sousaku alice to oujisama!,3ds,2015,Simulation,Happinet,0.01,,,,
south park,n64,1998,Shooter,Acclaim Entertainment,1.14,,,,
south park,ps,1998,Shooter,Acclaim Entertainment,0.71,,,,
south park rally,n64,2000,Racing,Acclaim Entertainment,0.2,,,,
south park rally,ps,1998,Racing,Acclaim Entertainment,0.36,,,,
south park: chef's luv shack,n64,1999,Misc,Acclaim Entertainment,0.24,,,,
south park: chef's luv shack,ps,1998,Misc,Acclaim Entertainment,0.31,,,,
south park: the stick of truth,pc,2014,Role-Playing,Ubisoft,0.19,85.0,48.0,8.6,1739.0
south park: the stick of truth,ps3,2014,Role-Playing,Ubisoft,0.92,85.0,31.0,8.5,575.0
south park: the stick of truth,x360,2014,Role-Playing,Ubisoft,0.92,82.0,33.0,8.4,363.0
soviet strike,ps,1996,Simulation,Electronic Arts,1.17,,,,
space battleship yamato: harukanaru hoshi iscandar,ps,1999,Strategy,Namco Bandai Games,0.17,,,,
space bust-a-move,ds,2008,Puzzle,Square Enix,0.12,71.0,20.0,tbd,
space camp,ds,2009,Action,Activision,0.15,,,tbd,
space camp,wii,2009,Action,Activision,0.13,,,6.2,5.0
space channel 5 special edition,ps2,2003,Misc,Agetec,0.08,79.0,16.0,8.6,10.0
space channel 5: ulala's cosmic attack,gba,2002,Misc,Atari,0.02,55.0,15.0,8,5.0
space chimps,ds,2008,Platform,Brash Entertainment,0.06,59.0,5.0,tbd,
space chimps,ps2,2008,Platform,Brash Entertainment,0.12,,,6.6,7.0
space chimps,wii,2008,Platform,Brash Entertainment,0.09,,,tbd,
space chimps,x360,2008,Platform,Brash Entertainment,0.11,57.0,7.0,5.3,12.0
space griffon vf-9,ps,1995,Role-Playing,Panther Software,0.17,,,,
space hulk,psv,2015,Strategy,Funbox Media,0.01,,,,
space hulk: vengeance of the blood angels,ps,1995,Shooter,Electronic Arts,0.07,,,,
space invaders,2600,,Shooter,Atari,2.53,,,,
space invaders,gba,2002,Shooter,Activision,0.11,,,,
space invaders,n64,1999,Shooter,Activision,0.16,,,,
space invaders,snes,1994,Shooter,Taito,0.46,,,,
space invaders extreme,ds,2008,Shooter,Square Enix,0.15,85.0,41.0,7.6,16.0
space invaders extreme,psp,2008,Shooter,Square Enix,0.09,84.0,29.0,6.8,13.0
space invaders extreme 2,ds,2009,Shooter,Square Enix,0.19,82.0,38.0,7.1,8.0
space invaders revolution,ds,2005,Shooter,Rising Star Games,0.01,49.0,9.0,5.2,5.0
space jam,ps,1996,Sports,Acclaim Entertainment,0.92,,,,
space raiders,gc,2003,Shooter,Taito,0.01,40.0,8.0,tbd,
space station silicon valley,n64,1997,Adventure,Take-Two Interactive,0.15,,,,
space venus starring morning musume,ps2,2001,Misc,Sony Music Entertainment,0.14,,,,
spanish for everyone!,ds,2007,Puzzle,Activision,0.02,,,,
spartan: total warrior,gc,2005,Action,Sega,0.07,73.0,24.0,8.3,15.0
spartan: total warrior,ps2,2005,Action,Sega,0.22,74.0,33.0,8.4,65.0
spartan: total warrior,xb,2005,Action,Sega,0.13,73.0,36.0,8.8,12.0
spawn the eternal,ps,1997,Action,Sony Computer Entertainment,0.24,,,,
spawn: armageddon,gc,2003,Action,Electronic Arts,0.07,61.0,19.0,7.2,9.0
spawn: armageddon,ps2,2003,Action,Electronic Arts,0.44,56.0,33.0,7.4,21.0
spawn: armageddon,xb,2003,Action,Electronic Arts,0.17,57.0,27.0,9.2,5.0
spec ops: airborne commando,ps,2002,Shooter,Take-Two Interactive,2.07,,,,
spec ops: covert assault,ps,2001,Shooter,Take-Two Interactive,0.43,,,tbd,
spec ops: ranger elite,ps,2001,Shooter,TalonSoft,0.87,48.0,4.0,6.6,16.0
spec ops: the line,pc,2012,Shooter,Take-Two Interactive,0.23,76.0,16.0,8.2,1237.0
spec ops: the line,ps3,2012,Shooter,Take-Two Interactive,0.54,77.0,27.0,8,350.0
spec ops: the line,x360,2012,Shooter,Take-Two Interactive,0.42,76.0,59.0,8.2,319.0
special forces: nemesis strike,xb,2005,Shooter,Hip Interactive,0.03,60.0,10.0,6.5,4.0
spectral force 3,x360,2006,Role-Playing,Idea Factory,0.09,59.0,16.0,7.5,19.0
spectral force genesis,ds,2008,Role-Playing,Nobilis,0.09,46.0,8.0,7,5.0
spectral souls: resurrection of the ethereal empires,psp,2005,Role-Playing,Idea Factory,0.03,47.0,27.0,8.2,12.0
spectrobes,ds,2007,Role-Playing,Disney Interactive Studios,0.74,63.0,37.0,7.9,31.0
spectrobes: beyond the portals,ds,2008,Role-Playing,Disney Interactive Studios,0.51,70.0,26.0,7.7,14.0
spectrobes: origins,wii,2009,Role-Playing,Disney Interactive Studios,0.19,71.0,22.0,8.4,16.0
speed,wii,2010,Racing,Unknown,0.06,,,tbd,
speed kings,gc,2003,Racing,Acclaim Entertainment,0.02,59.0,9.0,tbd,
speed kings,ps2,2003,Racing,Acclaim Entertainment,0.09,61.0,13.0,7.8,6.0
speed kings,xb,2003,Racing,Acclaim Entertainment,0.05,60.0,16.0,8.8,4.0
speed punks,ps,1998,Racing,Sony Computer Entertainment,0.2,,,,
speed racer,ps,1996,Racing,Tomy Corporation,0.07,,,,
speed racer: the videogame,ds,2008,Racing,Warner Bros. Interactive Entertainment,0.34,,,,
speed racer: the videogame,ps2,2008,Racing,Warner Bros. Interactive Entertainment,0.21,,,,
speed racer: the videogame,wii,2008,Racing,Warner Bros. Interactive Entertainment,0.4,,,,
speed zone,wii,2009,Racing,Bethesda Softworks,0.07,37.0,14.0,3.8,11.0
speedball 2100,ps,2000,Sports,Empire Interactive,0.18,60.0,5.0,tbd,
spelling challenges and more!,ds,2007,Misc,505 Games,0.59,,,,
spelling challenges and more!,psp,2007,Misc,Crave Entertainment,0.25,,,,
sphinx and the cursed mummy,gc,2003,Action,THQ,0.14,79.0,22.0,8.8,12.0
sphinx and the cursed mummy,ps2,2003,Action,THQ,0.45,,,,
sphinx and the cursed mummy,xb,2003,Action,THQ,0.12,79.0,21.0,9.1,11.0
spice world,ps,1998,Action,Sony Computer Entertainment,0.67,,,,
spider-man,2600,1981,Action,Parker Bros.,0.93,,,,
spider-man,n64,2000,Action,Activision,0.53,,,,
spider-man,ps,2000,Action,Activision,3.13,87.0,19.0,9,107.0
spider-man 2,ds,2004,Action,Activision,0.49,61.0,46.0,5,6.0
spider-man 2,gba,2004,Action,Activision,1.06,65.0,12.0,7.7,6.0
spider-man 2,gc,2004,Action,Activision,0.84,80.0,41.0,8.8,30.0
spider-man 2,ps2,2004,Action,Activision,3.41,80.0,50.0,8.9,106.0
spider-man 2,psp,2005,Action,Activision,0.7,67.0,43.0,6.9,8.0
spider-man 2,xb,2004,Action,Activision,1.12,83.0,60.0,8.3,40.0
spider-man 2: enter: electro,ps,2001,Action,Activision,1.55,74.0,15.0,8.7,35.0
spider-man 3,ds,2007,Platform,Activision,0.47,79.0,21.0,6.5,17.0
spider-man 3,pc,2007,Platform,Activision,0.02,62.0,16.0,7.1,29.0
spider-man 3,ps2,2007,Platform,Activision,0.9,50.0,14.0,6.5,28.0
spider-man 3,ps3,2007,Platform,Activision,0.67,60.0,33.0,7,40.0
spider-man 3,psp,2007,Platform,Activision,0.3,52.0,7.0,7.4,9.0
spider-man 3,wii,2007,Platform,Activision,0.47,53.0,39.0,5.3,29.0
spider-man 3,x360,2007,Platform,Activision,0.57,63.0,61.0,7,53.0
spider-man: battle for new york,ds,2006,Platform,Activision,0.13,68.0,13.0,6.9,8.0
spider-man: edge of time,3ds,2011,Action,Activision,0.12,50.0,7.0,6.4,12.0
spider-man: edge of time,ds,2011,Action,Activision,0.14,50.0,6.0,tbd,
spider-man: edge of time,ps3,2011,Action,Activision,0.22,58.0,43.0,7.2,29.0
spider-man: edge of time,wii,2011,Action,Activision,0.09,62.0,9.0,5.2,6.0
spider-man: edge of time,x360,2011,Action,Activision,0.25,57.0,50.0,6.8,33.0
spider-man: friend or foe,ds,2007,Action,Activision,0.47,55.0,12.0,tbd,
spider-man: friend or foe,pc,2007,Action,Activision,0.01,57.0,9.0,5.3,11.0
spider-man: friend or foe,ps2,2007,Action,Activision,0.37,62.0,15.0,8.3,19.0
spider-man: friend or foe,psp,2007,Action,Activision,0.18,58.0,7.0,4.4,9.0
spider-man: friend or foe,wii,2007,Action,Activision,0.14,59.0,29.0,8,6.0
spider-man: friend or foe,x360,2007,Action,Activision,0.29,60.0,51.0,6.3,26.0
spider-man: mysterio's menace,gba,2001,Action,Activision,0.61,84.0,8.0,8.7,11.0
spider-man: shattered dimensions,ds,2010,Action,Activision,0.19,73.0,13.0,7,6.0
spider-man: shattered dimensions,ps3,2010,Action,Activision,0.44,74.0,57.0,7.5,96.0
spider-man: shattered dimensions,wii,2010,Action,Activision,0.24,75.0,13.0,7.7,15.0
spider-man: shattered dimensions,x360,2010,Action,Activision,0.36,76.0,68.0,7.6,96.0
spider-man: the movie,gba,2002,Action,Activision,1.33,,,,
spider-man: the movie,gc,2002,Action,Activision,1.19,76.0,14.0,7.3,11.0
spider-man: the movie,ps2,2002,Action,Activision,4.48,76.0,25.0,7.9,41.0
spider-man: the movie,xb,2002,Action,Activision,1.4,79.0,29.0,7.5,11.0
spider-man: web of shadows,ds,2008,Action,Activision,0.1,77.0,12.0,7.5,14.0
spider-man: web of shadows,pc,2008,Action,Activision,0.02,52.0,11.0,7.8,57.0
spider-man: web of shadows,ps2,2008,Action,Activision,0.21,69.0,4.0,4.1,16.0
spider-man: web of shadows,ps3,2008,Action,Activision,0.26,67.0,44.0,7.9,34.0
spider-man: web of shadows,wii,2008,Action,Activision,0.25,63.0,20.0,6.9,13.0
spider-man: web of shadows,x360,2008,Action,Activision,0.4,68.0,57.0,8.6,87.0
spider-man: web of shadows - amazing allies edition,psp,2008,Action,Activision,0.16,,,,
spin jam,ps,2000,Puzzle,Empire Interactive,0.31,,,,
spirit camera: the cursed memoir,3ds,2012,Adventure,Nintendo,0.22,54.0,35.0,6.1,28.0
